#Name                Lat.  Long.  Diam.(km)

CR|Beals                |37.3N| 86.5E|  48.0
CR|Beaumont             |18.0S| 28.8E|  53.0
CR|Becquerel            |40.7N|129.7E|  65.0
CR|Becvár               | 1.9S|125.2E|  67.0
CR|Beer                 |27.1N|  9.1W|   9.0
CR|Behaim               |16.5S| 79.4E|  55.0
CR|Beijerinck           |13.5S|151.8E|  70.0
CR|Beketov              |16.3N| 29.2E|   8.0
CR|Béla                 |24.7N|  2.3E|  11.0
CR|Bel'kovich           |61.1N| 90.2E| 214.0
CR|Bell                 |21.8N| 96.4W|  86.0
CR|Bellinsgauzen        |60.6S|164.6W|  63.0
CR|Bellot               |12.4S| 48.2E|  17.0
CR|Belopol'skiy         |17.2S|128.1W|  59.0
CR|Belyaev              |23.3N|143.5E|  54.0
CR|Benedict             | 4.4N|141.5E|  14.0
CR|Bergman              | 7.0N|137.5E|  21.0
CR|Bergstrand           |18.8S|176.3E|  43.0
CR|Berkner              |25.2N|105.2W|  86.0
CR|Berlage              |63.2S|162.8W|  92.0
CR|Bernouilli           |35.0N| 60.7E|  47.0
CR|Berosus              |33.5N| 69.9E|  74.0
CR|Berzelius            |36.6N| 50.9E|  50.0
CR|Bessarion            |14.9N| 37.3W|  10.0
CR|Bessel               |21.8N| 17.9E|  15.0
CR|Bettinus             |63.4S| 44.8W|  71.0
CR|Bhabha               |55.1S|164.5W|  64.0
CR|Bianchini            |48.7N| 34.3W|  38.0
CR|Biela                |54.9S| 51.3E|  76.0
CR|Bilharz              | 5.8S| 56.3E|  43.0
CR|Billy                |13.8S| 50.1W|  45.0
CR|Bingham              | 8.1N|115.1E|  33.0
CR|Biot                 |22.6S| 51.1E|  12.0
CR|Birkeland            |30.2S|173.9E|  82.0
CR|Birkhoff             |58.7N|146.1W| 345.0
CR|Birmingham           |65.1N| 10.5W|  92.0
CR|Birt                 |22.4S|  8.5W|  16.0
CR|Bjerknes             |38.4S|113.0E|  48.0
CR|Black                | 9.2S| 80.4E|  18.0
CR|Blackett             |37.5S|116.1W| 141.0
CR|Blagg                | 1.3N|  1.5E|   5.0
CR|Blancanus            |63.8S| 21.4W| 117.0
CR|Blanchard            |58.5S| 94.4W|  40.0
CR|Blanchinus           |25.4S|  2.5E|  61.0
CR|Blazhko              |31.6N|148.0W|  54.0
CR|Bobillier            |19.6N| 15.5E|   6.0
CR|Bobone               |26.9N|131.8W|  31.0
CR|Bode                 | 6.7N|  2.4W|  18.0
CR|Boethius             | 5.6N| 72.3E|  10.0
CR|Boguslawsky          |72.9S| 43.2E|  97.0
CR|Bohnenberger         |16.2S| 40.0E|  33.0
CR|Bohr                 |12.4N| 86.6W|  71.0
CR|Bok                  |20.2S|171.6W|  45.0
CR|Boltzmann            |74.9S| 90.7W|  76.0
CR|Bolyai               |33.6S|125.9E| 135.0
CR|Bombelli             | 5.3N| 56.2E|  10.0
CR|Bondarenko           |17.8S|136.3E|  30.0
CR|Bonpland             | 8.3S| 17.4W|  60.0
CR|Boole                |63.7N| 87.4W|  63.0
CR|Borda                |25.1S| 46.6E|  44.0
CR|Borel                |22.3N| 26.4E|   4.0
CR|Boris                |30.6N| 33.5W|  10.0
CR|Borman               |38.8S|147.7W|  50.0
CR|Born                 | 6.0S| 66.8E|  14.0
CR|Boscovich            | 9.8N| 11.1E|  46.0
CR|Bose                 |53.5S|168.6W|  91.0
CR|Boss                 |45.8N| 89.2E|  47.0
CR|Bouguer              |52.3N| 35.8W|  22.0
CR|Boussingault         |70.2S| 54.6E| 142.0
CR|Bowditch             |25.0S|103.1E|  40.0
CR|Bowen                |17.6N|  9.1E|   8.0
CR|Boyle                |53.1S|178.1E|  57.0
CR|Brackett             |17.9N| 23.6E|   8.0
CR|Bragg                |42.5N|102.9W|  84.0
CR|Brashear             |73.8S|170.7W|  55.0
CR|Brayley              |20.9N| 36.9W|  14.0
CR|Bredikhin            |17.3N|158.2W|  59.0
CR|Breislak             |48.2S| 18.3E|  49.0
CR|Brenner              |39.0S| 39.3E|  97.0
CR|Brewster             |23.3N| 34.7E|  10.0
CR|Brianchon            |75.0N| 86.2W| 134.0
CR|Bridgman             |43.5N|137.1E|  80.0
CR|Briggs               |26.5N| 69.1W|  37.0
CR|Brisbane             |49.1S| 68.5E|  44.0
CR|Bronk                |26.1N|134.5W|  64.0
CR|Brouwer              |36.2S|126.0W| 158.0
CR|Brown                |46.4S| 17.9W|  34.0
CR|Bruce                | 1.1N|  0.4E|   6.0
CR|Brunner              | 9.9S| 90.9E|  53.0
CR|Buch                 |38.8S| 17.7E|  53.0
CR|Buffon               |40.4S|133.4W| 106.0
CR|Buisson              | 1.4S|112.5E|  56.0
CR|Bullialdus           |20.7S| 22.2W|  60.0
CR|Bunsen               |41.4N| 85.3W|  52.0
CR|Burckhardt           |31.1N| 56.5E|  56.0
CR|Bürg                 |45.0N| 28.2E|  39.0
CR|Burnham              |13.9S|  7.3E|  24.0
CR|Büsching             |38.0S| 20.0E|  52.0
CR|Butlerov             |12.5N|108.7W|  40.0
CR|Buys-Ballot          |20.8N|174.5E|  55.0
CR|Byrd                 |85.3N|  9.8E|  93.0
CR|Byrgius              |24.7S| 65.3W|  87.0
CR|C. Herschel          |34.5N| 31.2W|  13.0
CR|C. Mayer             |63.2N| 17.3E|  38.0
CR|Cabannes             |60.9S|169.6W|  80.0
CR|Cabeus               |84.9S| 35.5W|  98.0
CR|Cajal                |12.6N| 31.1E|   9.0
CR|Cajori               |47.4S|168.8E|  70.0
CR|Calippus             |38.9N| 10.7E|  32.0
CR|Cameron              | 6.2N| 45.9E|  10.0
CR|Campanus             |28.0S| 27.8W|  48.0
CR|Campbell             |45.3N|151.4E| 219.0
CR|Cannizzaro           |55.6N| 99.6W|  56.0
CR|Cannon               |19.9N| 81.4E|  56.0
CR|Capella              | 7.5S| 35.0E|  90.0
CR|Capuanus             |34.1S| 26.7W|  59.0
CR|Cardanus             |13.2N|  0.0E|  49.0
CR|Carlini              |33.7N| 24.1W|  10.0
CR|Carlos               |24.9N|  2.3E|   4.0
CR|Carmichael           |19.6N| 40.4E|  20.0
CR|Carnot               |52.3N|143.5W| 126.0
CR|Carol                | 8.5N|122.3E| 117.0
CR|Carpenter            |69.4N| 50.9W|  59.0
CR|Carrel               |10.7N| 26.7E|  15.0
CR|Carrillo             | 2.2S| 80.9E|  16.0
CR|Carrington           |44.0N| 62.1E|  30.0
CR|Cartan               | 4.2N| 59.3E|  15.0
CR|Carver               |43.0S|126.9E|  59.0
CR|Casatus              |72.8S| 29.5W| 108.0
CR|Cassegrain           |52.4S|113.5E|  55.0
CR|Cassini              |40.2N|  4.6E|  56.0
CR|Catalán              |45.7S| 87.3W|  25.0
CR|Catharina            |18.1S| 23.4E| 104.0
CR|Cauchy               | 9.6N| 38.6E|  12.0
CR|Cavalerius           | 5.1N| 66.8W|  57.0
CR|Cavendish            |24.5S| 53.7W|  56.0
CR|Caventou             |29.8N| 29.4W|   3.0
CR|Cayley               | 4.0N| 15.1E|  14.0
CR|Celsius              |34.1S| 20.1E|  36.0
CR|Censorinus           | 0.4S| 32.7E|   3.0
CR|Cepheus              |40.8N| 45.8E|  39.0
CR|Chacornac            |29.8N| 31.7E|  51.0
CR|Chadwick             |52.7S|101.3W|  30.0
CR|Chaffee              |38.8S|153.9W|  49.0
CR|Challis              |79.5N|  9.2E|  55.0
CR|Chalonge             |21.2S|117.3W|  30.0
CR|Chamberlin           |58.9S| 95.7E|  58.0
CR|Champollion          |37.4N|175.2E|  58.0
CR|Chandler             |43.8N|171.5E|  85.0
CR|Chang Heng           |19.0N|112.2E|  43.0
CR|Chang-Ngo            |12.7S|  2.1W|   3.0
CR|Chant                |40.0S|109.2W|  33.0
CR|Chaplygin            | 6.2S|150.3E| 137.0
CR|Chapman              |50.4N|100.7W|  71.0
CR|Chappe               |61.2S| 91.5W|  59.0
CR|Chappell             |54.7N|177.0W|  80.0
CR|Charles              |29.9N| 26.4W|   1.0
CR|Charlier             |36.6N|131.5W|  99.0
CR|Chaucer              | 3.7N|140.0W|  45.0
CR|Chauvenet            |11.5S|137.0E|  81.0
CR|Chebyshev            |33.7S|133.1W| 178.0
CR|Chernyshev           |47.3N|174.2E|  58.0
CR|Chevallier           |44.9N| 51.2E|  52.0
CR|Ching-Te             |20.0N| 30.0E|   4.0
CR|Chladni              | 4.0N|  1.1E|  13.0
CR|Chrétien             |45.9S|162.9E|  88.0
CR|Christel             |24.5N| 11.0E|   2.0
CR|Cichus               |33.3S| 21.1W|  40.0
CR|Clairaut             |47.7S| 13.9E|  75.0
CR|Clark                |38.4S|118.9E|  49.0
CR|Clausius             |36.9S| 43.8W|  24.0
CR|Clavius              |58.8S| 14.1W| 245.0
CR|Cleomedes            |27.7N| 56.0E| 125.0
CR|Cleostratus          |60.4N| 77.0W|  62.0
CR|Clerke               |21.7N| 29.8E|   6.0
CR|Coblentz             |37.9S|126.1E|  33.0
CR|Cockcroft            |31.3N|162.6W|  93.0
CR|Collins              | 1.3N| 23.7E|   2.0
CR|Colombo              |15.1S| 45.8E|  76.0
CR|Compton              |55.3N|103.8E| 182.0
CR|Comrie               |23.3N|112.7W|  59.0
CR|Comstock             |21.8N|121.5W|  72.0
CR|Condon               | 1.9N| 60.4E|  34.0
CR|Condorcet            |12.1N| 69.6E|  74.0
CR|Congreve             | 0.2S|167.3W|  57.0
CR|Conon                |21.6N|  2.0E|  21.0
CR|Cook                 |17.5S| 48.9E|  46.0
CR|Cooper               |52.9N|175.6E|  36.0
CR|Copernicus           | 9.7N| 20.1W| 107.0
CR|Cori                 |50.6S|151.9W|  65.0
CR|Coriolis             | 0.1N|171.8E|  78.0
CR|Couder               | 4.8S| 92.4W|  21.0
CR|Coulomb              |54.7N|114.6W|  89.0
CR|Courtney             |25.1N| 30.8W|   1.0
CR|Cremona              |67.5N| 90.6W|  85.0
CR|Crile                |14.2N| 46.0E|   9.0
CR|Crocco               |47.5S|150.2E|  75.0
CR|Crommelin            |68.1S|146.9W|  94.0
CR|Crookes              |10.3S|164.5W|  49.0
CR|Crozier              |13.5S| 50.8E|  22.0
CR|Crüger               |16.7S| 66.8W|  45.0
CR|Ctesibius            | 0.8N|118.7E|  36.0
CR|Curie                |22.9S| 91.0E| 151.0
CR|Curtis               |14.6N| 56.6E|   2.0
CR|Curtius              |67.2S|  4.4E|  95.0
CR|Cusanus              |72.0N| 70.8E|  63.0
CR|Cuvier               |50.3S|  9.9E|  75.0
CR|Cyrano               |20.5S|157.7E|  80.0
CR|Cyrillus             |13.2S| 24.0E|  98.0
CR|Cysatus              |66.2S|  6.1W|  48.0
CR|da Vinci             | 9.1N| 45.0E|  37.0
CR|Daedalus             | 5.9S|179.4E|  93.0
CR|Daguerre             |11.9S| 33.6E|  46.0
CR|Dale                 | 9.6S| 82.9E|  22.0
CR|D'Alembert           |50.8N|163.9E| 248.0
CR|Dalton               |17.1N| 84.3W|  60.0
CR|Daly                 | 5.7N| 59.6E|  17.0
CR|Damoiseau            | 4.8S| 61.1W|  36.0
CR|Daniell              |35.3N| 31.1E|  29.0
CR|Danjon               |11.4S|124.0E|  71.0
CR|Dante                |25.5N|180.0E|  54.0
CR|Darney               |14.5S| 23.5W|  15.0
CR|D'Arrest             | 2.3N| 14.7E|  30.0
CR|D'Arsonval           |10.3S|124.6E|  28.0
CR|Darwin               |20.2S| 69.5W| 120.0
CR|Das                  |26.6S|136.8W|  38.0
CR|Daubrée              |15.7N| 14.7E|  14.0
CR|Davisson             |37.5S|174.6W|  87.0
CR|Davy                 |11.8S|  8.1W|  34.0
CR|Dawes                |17.2N| 26.4E|  18.0
CR|Dawson               |67.4S|134.7W|  45.0
CR|De Forest            |77.3S|162.1W|  57.0
CR|de Gasparis          |25.9S| 50.7W|  30.0
CR|De La Rue            |59.1N| 52.3E| 134.0
CR|De Moraes            |49.5N|143.2E|  53.0
CR|De Morgan            | 3.3N| 14.9E|  10.0
CR|De Roy               |55.3S| 99.1W|  43.0
CR|De Sitter            |80.1N| 39.6E|  64.0
CR|De Vico              |19.7S| 60.2W|  20.0
CR|De Vries             |19.9S|176.7W|  59.0
CR|Debes                |29.5N| 51.7E|  30.0
CR|Debye                |49.6N|176.2W| 142.0
CR|Dechen               |46.1N| 68.2W|  12.0
CR|Delambre             | 1.9S| 17.5E|  51.0
CR|Delaunay             |22.2S|  2.5E|  46.0
CR|Delia                |10.9S|  6.1W|   2.0
CR|Delisle              |29.9N| 34.6W|  25.0
CR|Dellinger            | 6.8S|140.6E|  81.0
CR|Delmotte             |27.1N| 60.2E|  32.0
CR|Delporte             |16.0S|121.6E|  45.0
CR|Deluc                |55.0S|  2.8W|  46.0
CR|Dembowski            | 2.9N|  7.2E|  26.0
CR|Democritus           |62.3N| 35.0E|  39.0
CR|Demonax              |77.9S| 60.8E| 128.0
CR|Denning              |16.4S|142.6E|  44.0
CR|Desargues            |70.2N| 73.3W|  85.0
CR|Descartes            |11.7S| 15.7E|  48.0
CR|Deseilligny          |21.1N| 20.6E|   6.0
CR|Deslandres           |33.1S|  4.8W| 256.0
CR|Deutsch              |24.1N|110.5E|  66.0
CR|Dewar                | 2.7S|165.5E|  50.0
CR|Diana                |14.3N| 35.7E|  50.0
CR|Diderot              |20.4S|121.5E|  20.0
CR|Dionysius            | 2.8N| 17.3E|  18.0
CR|Diophantus           |27.6N| 34.3W|  17.0
CR|Dirichlet            |11.1N|151.4W|  47.0
CR|Dobrovol'skiy        |12.8S|129.7E|  38.0
CR|Doerfel              |69.1S|107.9W|  68.0
CR|Dollond              |10.4S| 14.4E|  11.0
CR|Donati               |20.7S|  5.2E|  36.0
CR|Donna                | 7.2N| 38.3E|   2.0
CR|Donner               |31.4S| 98.0E|  58.0
CR|Doppelmayer          |28.5S| 41.4W|  63.0
CR|Doppler              |12.6S|159.6W| 110.0
CR|Douglass             |35.9N|122.4W|  49.0
CR|Dove                 |46.7S| 31.5E|  30.0
CR|Draper               |17.6N| 21.7W|   8.0
CR|Drebbel              |40.9S| 49.0W|  30.0
CR|Dreyer               |10.0N| 96.9E|  61.0
CR|Drude                |38.5S| 91.8W|  24.0
CR|Dryden               |33.0S|155.2W|  51.0
CR|Drygalski            |79.3S| 84.9W| 149.0
CR|Dubyago              | 4.4N| 70.0E|  51.0
CR|Dufay                | 5.5N|169.5E|  39.0
CR|Dugan                |64.2N|103.3E|  50.0
CR|Dunér                |44.8N|179.5E|  62.0
CR|Dunthorne            |30.1S| 31.6W|  15.0
CR|Dyson                |61.3N|121.2W|  63.0
CR|Dziewulski           |21.2N| 98.9E|  63.0
CR|Eckert               |17.3N| 58.3E|   2.0
CR|Eddington            |21.3N| 72.2W| 118.0
CR|Edison               |25.0N| 99.1E|  62.0
CR|Edith                |25.8S|102.3E|   8.0
CR|Egede                |48.7N| 10.6E|  37.0
CR|Ehrlich              |40.9N|172.4W|  30.0
CR|Eichstadt            |22.6S| 78.3W|  49.0
CR|Eijkman              |63.1S|143.0W|  54.0
CR|Eimmart              |24.0N| 64.8E|  46.0
CR|Einstein             |16.3N| 88.7W| 198.0
CR|Einthoven            | 4.9S|109.6E|  69.0
CR|Elger                |35.3S| 29.8W|  21.0
CR|Ellerman             |25.3S|120.1W|  47.0
CR|Ellison              |55.1N|107.5W|  36.0
CR|Elmer                |10.1S| 84.1E|  16.0
CR|Elvey                | 8.8N|100.5W|  74.0
CR|Emden                |63.3N|177.3W| 111.0
CR|Encke                | 4.6N| 36.6W|  28.0
CR|Endymion             |53.9N| 57.0E| 123.0
CR|Engel'gardt          | 5.7N|159.0W|  43.0
CR|Eötvös               |35.5S|133.8E|  99.0
CR|Epigenes             |67.5N|  4.6W|  55.0
CR|Epimenides           |40.9S| 30.2W|  27.0
CR|Eppinger             | 9.4S| 25.7W|   6.0
CR|Eratosthenes         |14.5N| 11.3W|  58.0
CR|Erro                 | 5.7N| 98.5E|  61.0
CR|Esclangon            |21.5N| 42.1E|  15.0
CR|Esnault-Pelterie     |47.7N|141.4W|  79.0
CR|Espin                |28.1N|109.1E|  75.0
CR|Euclides             | 7.4S| 29.5W|  11.0
CR|Euctemon             |76.4N| 31.3E|  62.0
CR|Eudoxus              |44.3N| 16.3E|  67.0
CR|Euler                |23.3N| 29.2W|  27.0
CR|Evans                | 9.5S|133.5W|  67.0
CR|Evdokimov            |34.8N|153.0W|  50.0
CR|Evershed             |35.7N|159.5W|  66.0
CR|Ewen                 | 7.7N|121.4E|   3.0
CR|Fabbroni             |18.7N| 29.2E|  10.0
CR|Fabricius            |42.9S| 42.0E|  78.0
CR|Fabry                |42.9N|100.7E| 184.0
CR|Fahrenheit           |13.1N| 61.7E|   6.0
CR|Fairouz              |26.1S|102.9E|   3.0
CR|Faraday              |42.4S|  8.7E|  69.0
CR|Faustini             |87.3S| 77.0E|  39.0
CR|Fauth                | 6.3N| 20.1W|  12.0
CR|Faye                 |21.4S|  3.9E|  36.0
CR|Fechner              |59.0S|124.9E|  63.0
CR|Fedorov              |28.2N| 37.0W|   6.0
CR|Felix                |28.2N| 37.0W|   6.0
CR|Fényi                |44.9S|105.1W|  38.0
CR|Feoktistov           |30.9N|140.7E|  23.0
CR|Fermat               |22.6S| 19.8E|  38.0
CR|Fermi                |19.3S|122.6E| 183.0
CR|Fernelius            |38.1S|  4.9E|  65.0
CR|Fersman              |18.7N|126.0W| 151.0
CR|Fesenkov             |23.2S|135.1E|  35.0
CR|Feuillée             |27.4N|  9.4W|   9.0
CR|Finsch               |23.6N| 21.3E|   4.0
CR|Finsen               |42.0S|177.9W|  72.0
CR|Firmicus             | 7.3N| 63.4E|  56.0
CR|Firsov               | 4.5N|112.2E|  51.0
CR|Fischer              | 8.0N|142.4E|  30.0
CR|Fitzgerald           |27.5N|171.7W| 110.0
CR|Fizeau               |58.6S|133.9W| 111.0
CR|Flammarion           | 3.4S|  3.7W|  74.0
CR|Flamsteed            | 4.5S| 44.3W|  20.0
CR|Fleming              |15.0N|109.6E| 106.0
CR|Focas                |33.7S| 93.8W|  22.0
CR|Fontana              |16.1S| 56.6W|  31.0
CR|Fontenelle           |63.4N| 18.9W|  38.0
CR|Foster               |23.7N|141.5W|  33.0
CR|Foucault             |50.4N| 39.7W|  23.0
CR|Fourier              |30.3S| 53.0W|  51.0
CR|Fowler               |42.3N|145.0W| 146.0
CR|Fox                  | 0.5N| 98.2E|  24.0
CR|Fra Mauro            | 6.1S| 17.0W| 101.0
CR|Fracastorius         |21.5S| 33.2E| 112.0
CR|Franck               |22.6N| 35.5E|  12.0
CR|Franklin             |38.8N| 47.7E|  56.0
CR|Franz                |16.6N| 40.2E|  25.0
CR|Fraunhofer           |39.5S| 59.1E|  56.0
CR|Fredholm             |18.4N| 46.5E|  14.0
CR|Freud                |25.8N| 52.3W|   2.0
CR|Freundlich           |25.0N|171.0E|  85.0
CR|Fridman              |12.6S|126.0W| 102.0
CR|Froelich             |80.3N|109.7W|  58.0
CR|Frost                |37.7N|118.4W|  75.0
CR|Fryxell              |21.3S|101.4W|  18.0
CR|Furnerius            |36.0S| 60.6E| 135.0
CR|G. Bond              |32.4N| 36.2E|  20.0
CR|Gadomski             |36.4N|147.3W|  65.0
CR|Gagarin              |20.2S|149.2E| 265.0
CR|Galen                |21.9N|  5.0E|  10.0
CR|Galilaei             |10.5N| 62.7W|  15.0
CR|Galle                |55.9N| 22.3E|  21.0
CR|Galois               |14.2S|151.9W| 222.0
CR|Galvani              |49.6N| 84.6W|  80.0
CR|Gambart              | 1.0N| 15.2W|  25.0
CR|Gamow                |65.3N|145.3E| 129.0
CR|Ganskiy (Hansky)     | 9.7S| 97.0E|  43.0
CR|Ganswindt            |79.6S|110.3E|  74.0
CR|Garavito             |47.5S|156.7E|  74.0
CR|Gardner              |17.7N| 33.8E|  18.0
CR|Gärtner              |59.1N| 34.6E| 115.0
CR|Gassendi             |17.6S| 40.1W| 101.0
CR|Gaston               |30.9N| 34.0W|   2.0
CR|Gaudibert            |10.9S| 37.8E|  34.0
CR|Gauricus             |33.8S| 12.6W|  79.0
CR|Gauss                |35.7N| 79.0E| 177.0
CR|Gavrilov             |17.4N|130.9E|  60.0
CR|Gay-Lussac           |13.9N| 20.8W|  26.0
CR|Geber                |19.4S| 13.9E|  44.0
CR|Geiger               |14.6S|158.5E|  34.0
CR|Geissler             | 2.6S| 76.5E|  16.0
CR|Geminus              |34.5N| 56.7E|  85.0
CR|Gemma Frisius        |34.2S| 13.3E|  87.0
CR|Gerard               |44.5N| 80.0W|  90.0
CR|Gerasimovich         |22.9S|122.6W|  86.0
CR|Gernsback            |36.5S| 99.7E|  48.0
CR|Gibbs                |18.4S| 84.3E|  76.0
CR|Gilbert              | 3.2S| 76.0E| 112.0
CR|Gill                 |63.9S| 75.9E|  66.0
CR|Ginzel               |14.3N| 97.4E|  55.0
CR|Gioja                |83.3N|  2.0E|  41.0
CR|Giordano Bruno       |35.9N|102.8E|  22.0
CR|Glaisher             |13.2N| 49.5E|  15.0
CR|Glauber              |11.5N|142.6E|  15.0
